# m[MeV] , R, Q
2.02359e+00, 3, 3.72759e-05
2.02359e+00, 3, 5.17947e-05
2.02359e+00, 3, 7.19686e-05
2.02359e+00, 3, 1.00000e-04
2.68270e+00, 3, 1.00000e-11
2.68270e+00, 3, 1.38950e-11
2.68270e+00, 3, 1.93070e-11
2.68270e+00, 3, 2.68270e-11
2.68270e+00, 3, 3.72759e-11
2.68270e+00, 3, 5.17947e-11
2.68270e+00, 3, 7.19686e-11
2.68270e+00, 3, 1.00000e-10
2.68270e+00, 3, 1.38950e-10
2.68270e+00, 3, 1.93070e-10
2.68270e+00, 3, 2.68270e-10
2.68270e+00, 3, 3.72759e-10
2.68270e+00, 3, 5.17947e-10
2.68270e+00, 3, 7.19686e-10
2.68270e+00, 3, 1.00000e-09
2.68270e+00, 3, 1.38950e-09
2.68270e+00, 3, 1.93070e-09
2.68270e+00, 3, 2.68270e-09
2.68270e+00, 3, 3.72759e-09
2.68270e+00, 3, 5.17947e-09
2.68270e+00, 3, 7.19686e-09
2.68270e+00, 3, 1.00000e-08
2.68270e+00, 3, 1.38950e-08
2.68270e+00, 3, 1.93070e-08
2.68270e+00, 3, 2.68270e-08
2.68270e+00, 3, 3.72759e-08
2.68270e+00, 3, 5.17947e-08
2.68270e+00, 3, 7.19686e-08
2.68270e+00, 3, 1.00000e-07
2.68270e+00, 3, 1.38950e-07
2.68270e+00, 3, 1.93070e-07
2.68270e+00, 3, 2.68270e-07
2.68270e+00, 3, 3.72759e-07
2.68270e+00, 3, 5.17947e-07
2.68270e+00, 3, 7.19686e-07
2.68270e+00, 3, 1.00000e-06
2.68270e+00, 3, 1.38950e-06
2.68270e+00, 3, 1.93070e-06
2.68270e+00, 3, 2.68270e-06
2.68270e+00, 3, 3.72759e-06
2.68270e+00, 3, 5.17947e-06
2.68270e+00, 3, 7.19686e-06
2.68270e+00, 3, 1.00000e-05
2.68270e+00, 3, 1.38950e-05
2.68270e+00, 3, 1.93070e-05
2.68270e+00, 3, 2.68270e-05
2.68270e+00, 3, 3.72759e-05
2.68270e+00, 3, 5.17947e-05
2.68270e+00, 3, 7.19686e-05
2.68270e+00, 3, 1.00000e-04
3.55648e+00, 3, 1.00000e-11
3.55648e+00, 3, 1.38950e-11
3.55648e+00, 3, 1.93070e-11
3.55648e+00, 3, 2.68270e-11
3.55648e+00, 3, 3.72759e-11
3.55648e+00, 3, 5.17947e-11
3.55648e+00, 3, 7.19686e-11
3.55648e+00, 3, 1.00000e-10
3.55648e+00, 3, 1.38950e-10
3.55648e+00, 3, 1.93070e-10
3.55648e+00, 3, 2.68270e-10
3.55648e+00, 3, 3.72759e-10
3.55648e+00, 3, 5.17947e-10
3.55648e+00, 3, 7.19686e-10
3.55648e+00, 3, 1.00000e-09
3.55648e+00, 3, 1.38950e-09
3.55648e+00, 3, 1.93070e-09
3.55648e+00, 3, 2.68270e-09
3.55648e+00, 3, 3.72759e-09
3.55648e+00, 3, 5.17947e-09
3.55648e+00, 3, 7.19686e-09
3.55648e+00, 3, 1.00000e-08
3.55648e+00, 3, 1.38950e-08
3.55648e+00, 3, 1.93070e-08
3.55648e+00, 3, 2.68270e-08
3.55648e+00, 3, 3.72759e-08
3.55648e+00, 3, 5.17947e-08
3.55648e+00, 3, 7.19686e-08
3.55648e+00, 3, 1.00000e-07
3.55648e+00, 3, 1.38950e-07
3.55648e+00, 3, 1.93070e-07
3.55648e+00, 3, 2.68270e-07
3.55648e+00, 3, 3.72759e-07
3.55648e+00, 3, 5.17947e-07
3.55648e+00, 3, 7.19686e-07
3.55648e+00, 3, 1.00000e-06
3.55648e+00, 3, 1.38950e-06
3.55648e+00, 3, 1.93070e-06
3.55648e+00, 3, 2.68270e-06
3.55648e+00, 3, 3.72759e-06
3.55648e+00, 3, 5.17947e-06
3.55648e+00, 3, 7.19686e-06
3.55648e+00, 3, 1.00000e-05
3.55648e+00, 3, 1.38950e-05
3.55648e+00, 3, 1.93070e-05
3.55648e+00, 3, 2.68270e-05
3.55648e+00, 3, 3.72759e-05
3.55648e+00, 3, 5.17947e-05
3.55648e+00, 3, 7.19686e-05
3.55648e+00, 3, 1.00000e-04
4.71487e+00, 3, 1.00000e-11
4.71487e+00, 3, 1.38950e-11
4.71487e+00, 3, 1.93070e-11
4.71487e+00, 3, 2.68270e-11
4.71487e+00, 3, 3.72759e-11
4.71487e+00, 3, 5.17947e-11
4.71487e+00, 3, 7.19686e-11
4.71487e+00, 3, 1.00000e-10
4.71487e+00, 3, 1.38950e-10
4.71487e+00, 3, 1.93070e-10
4.71487e+00, 3, 2.68270e-10
4.71487e+00, 3, 3.72759e-10
4.71487e+00, 3, 5.17947e-10
4.71487e+00, 3, 7.19686e-10
4.71487e+00, 3, 1.00000e-09
4.71487e+00, 3, 1.38950e-09
4.71487e+00, 3, 1.93070e-09
4.71487e+00, 3, 2.68270e-09
4.71487e+00, 3, 3.72759e-09
4.71487e+00, 3, 5.17947e-09
4.71487e+00, 3, 7.19686e-09
4.71487e+00, 3, 1.00000e-08
4.71487e+00, 3, 1.38950e-08
4.71487e+00, 3, 1.93070e-08
4.71487e+00, 3, 2.68270e-08
4.71487e+00, 3, 3.72759e-08
4.71487e+00, 3, 5.17947e-08
4.71487e+00, 3, 7.19686e-08
4.71487e+00, 3, 1.00000e-07
4.71487e+00, 3, 1.38950e-07
4.71487e+00, 3, 1.93070e-07
4.71487e+00, 3, 2.68270e-07
4.71487e+00, 3, 3.72759e-07
4.71487e+00, 3, 5.17947e-07
4.71487e+00, 3, 7.19686e-07
4.71487e+00, 3, 1.00000e-06
4.71487e+00, 3, 1.38950e-06
4.71487e+00, 3, 1.93070e-06
4.71487e+00, 3, 2.68270e-06
4.71487e+00, 3, 3.72759e-06
4.71487e+00, 3, 5.17947e-06
4.71487e+00, 3, 7.19686e-06
4.71487e+00, 3, 1.00000e-05
4.71487e+00, 3, 1.38950e-05
4.71487e+00, 3, 1.93070e-05
4.71487e+00, 3, 2.68270e-05
4.71487e+00, 3, 3.72759e-05
4.71487e+00, 3, 5.17947e-05
4.71487e+00, 3, 7.19686e-05
4.71487e+00, 3, 1.00000e-04
6.25055e+00, 3, 1.00000e-11
6.25055e+00, 3, 1.38950e-11
6.25055e+00, 3, 1.93070e-11
6.25055e+00, 3, 2.68270e-11
6.25055e+00, 3, 3.72759e-11
6.25055e+00, 3, 5.17947e-11
6.25055e+00, 3, 7.19686e-11
6.25055e+00, 3, 1.00000e-10
6.25055e+00, 3, 1.38950e-10
6.25055e+00, 3, 1.93070e-10
6.25055e+00, 3, 2.68270e-10
6.25055e+00, 3, 3.72759e-10
6.25055e+00, 3, 5.17947e-10
6.25055e+00, 3, 7.19686e-10
6.25055e+00, 3, 1.00000e-09
6.25055e+00, 3, 1.38950e-09
6.25055e+00, 3, 1.93070e-09
6.25055e+00, 3, 2.68270e-09
6.25055e+00, 3, 3.72759e-09
6.25055e+00, 3, 5.17947e-09
6.25055e+00, 3, 7.19686e-09
6.25055e+00, 3, 1.00000e-08
6.25055e+00, 3, 1.38950e-08
6.25055e+00, 3, 1.93070e-08
6.25055e+00, 3, 2.68270e-08
6.25055e+00, 3, 3.72759e-08
6.25055e+00, 3, 5.17947e-08
6.25055e+00, 3, 7.19686e-08
6.25055e+00, 3, 1.00000e-07
6.25055e+00, 3, 1.38950e-07
6.25055e+00, 3, 1.93070e-07
6.25055e+00, 3, 2.68270e-07
6.25055e+00, 3, 3.72759e-07
6.25055e+00, 3, 5.17947e-07
6.25055e+00, 3, 7.19686e-07
6.25055e+00, 3, 1.00000e-06
6.25055e+00, 3, 1.38950e-06
6.25055e+00, 3, 1.93070e-06
6.25055e+00, 3, 2.68270e-06
6.25055e+00, 3, 3.72759e-06
6.25055e+00, 3, 5.17947e-06
6.25055e+00, 3, 7.19686e-06
6.25055e+00, 3, 1.00000e-05
6.25055e+00, 3, 1.38950e-05
6.25055e+00, 3, 1.93070e-05
6.25055e+00, 3, 2.68270e-05
6.25055e+00, 3, 3.72759e-05
6.25055e+00, 3, 5.17947e-05
6.25055e+00, 3, 7.19686e-05
6.25055e+00, 3, 1.00000e-04
8.28643e+00, 3, 1.00000e-11
8.28643e+00, 3, 1.38950e-11
8.28643e+00, 3, 1.93070e-11
8.28643e+00, 3, 2.68270e-11
8.28643e+00, 3, 3.72759e-11
8.28643e+00, 3, 5.17947e-11
8.28643e+00, 3, 7.19686e-11
8.28643e+00, 3, 1.00000e-10
8.28643e+00, 3, 1.38950e-10
8.28643e+00, 3, 1.93070e-10
8.28643e+00, 3, 2.68270e-10
8.28643e+00, 3, 3.72759e-10
8.28643e+00, 3, 5.17947e-10
8.28643e+00, 3, 7.19686e-10
8.28643e+00, 3, 1.00000e-09
8.28643e+00, 3, 1.38950e-09
8.28643e+00, 3, 1.93070e-09
8.28643e+00, 3, 2.68270e-09
8.28643e+00, 3, 3.72759e-09
8.28643e+00, 3, 5.17947e-09
8.28643e+00, 3, 7.19686e-09
8.28643e+00, 3, 1.00000e-08
8.28643e+00, 3, 1.38950e-08
8.28643e+00, 3, 1.93070e-08
8.28643e+00, 3, 2.68270e-08
8.28643e+00, 3, 3.72759e-08
8.28643e+00, 3, 5.17947e-08
8.28643e+00, 3, 7.19686e-08
8.28643e+00, 3, 1.00000e-07
8.28643e+00, 3, 1.38950e-07
8.28643e+00, 3, 1.93070e-07
8.28643e+00, 3, 2.68270e-07
8.28643e+00, 3, 3.72759e-07
8.28643e+00, 3, 5.17947e-07
8.28643e+00, 3, 7.19686e-07
8.28643e+00, 3, 1.00000e-06
8.28643e+00, 3, 1.38950e-06
8.28643e+00, 3, 1.93070e-06
8.28643e+00, 3, 2.68270e-06
8.28643e+00, 3, 3.72759e-06
8.28643e+00, 3, 5.17947e-06
8.28643e+00, 3, 7.19686e-06
8.28643e+00, 3, 1.00000e-05
8.28643e+00, 3, 1.38950e-05
8.28643e+00, 3, 1.93070e-05
8.28643e+00, 3, 2.68270e-05
8.28643e+00, 3, 3.72759e-05
8.28643e+00, 3, 5.17947e-05
8.28643e+00, 3, 7.19686e-05
8.28643e+00, 3, 1.00000e-04
1.09854e+01, 3, 1.00000e-11
1.09854e+01, 3, 1.38950e-11
1.09854e+01, 3, 1.93070e-11
1.09854e+01, 3, 2.68270e-11
1.09854e+01, 3, 3.72759e-11
1.09854e+01, 3, 5.17947e-11
1.09854e+01, 3, 7.19686e-11
1.09854e+01, 3, 1.00000e-10
1.09854e+01, 3, 1.38950e-10
1.09854e+01, 3, 1.93070e-10
1.09854e+01, 3, 2.68270e-10
1.09854e+01, 3, 3.72759e-10
1.09854e+01, 3, 5.17947e-10
1.09854e+01, 3, 7.19686e-10
1.09854e+01, 3, 1.00000e-09
1.09854e+01, 3, 1.38950e-09
1.09854e+01, 3, 1.93070e-09
1.09854e+01, 3, 2.68270e-09
1.09854e+01, 3, 3.72759e-09
1.09854e+01, 3, 5.17947e-09
1.09854e+01, 3, 7.19686e-09
1.09854e+01, 3, 1.00000e-08
1.09854e+01, 3, 1.38950e-08
1.09854e+01, 3, 1.93070e-08
1.09854e+01, 3, 2.68270e-08
1.09854e+01, 3, 3.72759e-08
1.09854e+01, 3, 5.17947e-08
1.09854e+01, 3, 7.19686e-08
1.09854e+01, 3, 1.00000e-07
1.09854e+01, 3, 1.38950e-07
1.09854e+01, 3, 1.93070e-07
1.09854e+01, 3, 2.68270e-07
1.09854e+01, 3, 3.72759e-07
1.09854e+01, 3, 5.17947e-07
1.09854e+01, 3, 7.19686e-07
1.09854e+01, 3, 1.00000e-06
1.09854e+01, 3, 1.38950e-06
1.09854e+01, 3, 1.93070e-06
1.09854e+01, 3, 2.68270e-06
1.09854e+01, 3, 3.72759e-06
1.09854e+01, 3, 5.17947e-06
1.09854e+01, 3, 7.19686e-06
1.09854e+01, 3, 1.00000e-05
1.09854e+01, 3, 1.38950e-05
1.09854e+01, 3, 1.93070e-05
1.09854e+01, 3, 2.68270e-05
1.09854e+01, 3, 3.72759e-05
1.09854e+01, 3, 5.17947e-05
1.09854e+01, 3, 7.19686e-05
1.09854e+01, 3, 1.00000e-04
1.45635e+01, 3, 1.00000e-11
1.45635e+01, 3, 1.38950e-11
1.45635e+01, 3, 1.93070e-11
1.45635e+01, 3, 2.68270e-11
1.45635e+01, 3, 3.72759e-11
1.45635e+01, 3, 5.17947e-11
1.45635e+01, 3, 7.19686e-11
1.45635e+01, 3, 1.00000e-10
1.45635e+01, 3, 1.38950e-10
1.45635e+01, 3, 1.93070e-10
1.45635e+01, 3, 2.68270e-10
1.45635e+01, 3, 3.72759e-10
1.45635e+01, 3, 5.17947e-10
1.45635e+01, 3, 7.19686e-10
1.45635e+01, 3, 1.00000e-09
1.45635e+01, 3, 1.38950e-09
1.45635e+01, 3, 1.93070e-09
1.45635e+01, 3, 2.68270e-09
1.45635e+01, 3, 3.72759e-09
1.45635e+01, 3, 5.17947e-09
1.45635e+01, 3, 7.19686e-09
1.45635e+01, 3, 1.00000e-08
1.45635e+01, 3, 1.38950e-08
1.45635e+01, 3, 1.93070e-08
1.45635e+01, 3, 2.68270e-08
1.45635e+01, 3, 3.72759e-08
1.45635e+01, 3, 5.17947e-08
1.45635e+01, 3, 7.19686e-08
1.45635e+01, 3, 1.00000e-07
1.45635e+01, 3, 1.38950e-07
1.45635e+01, 3, 1.93070e-07
1.45635e+01, 3, 2.68270e-07
1.45635e+01, 3, 3.72759e-07
1.45635e+01, 3, 5.17947e-07
1.45635e+01, 3, 7.19686e-07
1.45635e+01, 3, 1.00000e-06
1.45635e+01, 3, 1.38950e-06
1.45635e+01, 3, 1.93070e-06
1.45635e+01, 3, 2.68270e-06
1.45635e+01, 3, 3.72759e-06
1.45635e+01, 3, 5.17947e-06
1.45635e+01, 3, 7.19686e-06
1.45635e+01, 3, 1.00000e-05
1.45635e+01, 3, 1.38950e-05
1.45635e+01, 3, 1.93070e-05
1.45635e+01, 3, 2.68270e-05
1.45635e+01, 3, 3.72759e-05
1.45635e+01, 3, 5.17947e-05
1.45635e+01, 3, 7.19686e-05
1.45635e+01, 3, 1.00000e-04
1.93070e+01, 3, 1.00000e-11
1.93070e+01, 3, 1.38950e-11
1.93070e+01, 3, 1.93070e-11
1.93070e+01, 3, 2.68270e-11
1.93070e+01, 3, 3.72759e-11
1.93070e+01, 3, 5.17947e-11
1.93070e+01, 3, 7.19686e-11
1.93070e+01, 3, 1.00000e-10
1.93070e+01, 3, 1.38950e-10
1.93070e+01, 3, 1.93070e-10
1.93070e+01, 3, 2.68270e-10
1.93070e+01, 3, 3.72759e-10
1.93070e+01, 3, 5.17947e-10
1.93070e+01, 3, 7.19686e-10
1.93070e+01, 3, 1.00000e-09
1.93070e+01, 3, 1.38950e-09
1.93070e+01, 3, 1.93070e-09
1.93070e+01, 3, 2.68270e-09
1.93070e+01, 3, 3.72759e-09
1.93070e+01, 3, 5.17947e-09
1.93070e+01, 3, 7.19686e-09
1.93070e+01, 3, 1.00000e-08
1.93070e+01, 3, 1.38950e-08
1.93070e+01, 3, 1.93070e-08
1.93070e+01, 3, 2.68270e-08
1.93070e+01, 3, 3.72759e-08
1.93070e+01, 3, 5.17947e-08
1.93070e+01, 3, 7.19686e-08
1.93070e+01, 3, 1.00000e-07
1.93070e+01, 3, 1.38950e-07
1.93070e+01, 3, 1.93070e-07
1.93070e+01, 3, 2.68270e-07
1.93070e+01, 3, 3.72759e-07
1.93070e+01, 3, 5.17947e-07
1.93070e+01, 3, 7.19686e-07
1.93070e+01, 3, 1.00000e-06
1.93070e+01, 3, 1.38950e-06
1.93070e+01, 3, 1.93070e-06
1.93070e+01, 3, 2.68270e-06
1.93070e+01, 3, 3.72759e-06
1.93070e+01, 3, 5.17947e-06
1.93070e+01, 3, 7.19686e-06
1.93070e+01, 3, 1.00000e-05
1.93070e+01, 3, 1.38950e-05
1.93070e+01, 3, 1.93070e-05
1.93070e+01, 3, 2.68270e-05
1.93070e+01, 3, 3.72759e-05
1.93070e+01, 3, 5.17947e-05
1.93070e+01, 3, 7.19686e-05
1.93070e+01, 3, 1.00000e-04
2.55955e+01, 3, 1.00000e-11
2.55955e+01, 3, 1.38950e-11
2.55955e+01, 3, 1.93070e-11
2.55955e+01, 3, 2.68270e-11
2.55955e+01, 3, 3.72759e-11
2.55955e+01, 3, 5.17947e-11
2.55955e+01, 3, 7.19686e-11
2.55955e+01, 3, 1.00000e-10
2.55955e+01, 3, 1.38950e-10
2.55955e+01, 3, 1.93070e-10
2.55955e+01, 3, 2.68270e-10
2.55955e+01, 3, 3.72759e-10
2.55955e+01, 3, 5.17947e-10
2.55955e+01, 3, 7.19686e-10
2.55955e+01, 3, 1.00000e-09
2.55955e+01, 3, 1.38950e-09
2.55955e+01, 3, 1.93070e-09
2.55955e+01, 3, 2.68270e-09
2.55955e+01, 3, 3.72759e-09
2.55955e+01, 3, 5.17947e-09
2.55955e+01, 3, 7.19686e-09
2.55955e+01, 3, 1.00000e-08
2.55955e+01, 3, 1.38950e-08
2.55955e+01, 3, 1.93070e-08
2.55955e+01, 3, 2.68270e-08
2.55955e+01, 3, 3.72759e-08
2.55955e+01, 3, 5.17947e-08
2.55955e+01, 3, 7.19686e-08
2.55955e+01, 3, 1.00000e-07
2.55955e+01, 3, 1.38950e-07
2.55955e+01, 3, 1.93070e-07
2.55955e+01, 3, 2.68270e-07
2.55955e+01, 3, 3.72759e-07
2.55955e+01, 3, 5.17947e-07
2.55955e+01, 3, 7.19686e-07
2.55955e+01, 3, 1.00000e-06
2.55955e+01, 3, 1.38950e-06
2.55955e+01, 3, 1.93070e-06
2.55955e+01, 3, 2.68270e-06
2.55955e+01, 3, 3.72759e-06
2.55955e+01, 3, 5.17947e-06
2.55955e+01, 3, 7.19686e-06
2.55955e+01, 3, 1.00000e-05
2.55955e+01, 3, 1.38950e-05
2.55955e+01, 3, 1.93070e-05
2.55955e+01, 3, 2.68270e-05
2.55955e+01, 3, 3.72759e-05
2.55955e+01, 3, 5.17947e-05
2.55955e+01, 3, 7.19686e-05
2.55955e+01, 3, 1.00000e-04
3.39322e+01, 3, 1.00000e-11
3.39322e+01, 3, 1.38950e-11
3.39322e+01, 3, 1.93070e-11
3.39322e+01, 3, 2.68270e-11
3.39322e+01, 3, 3.72759e-11
3.39322e+01, 3, 5.17947e-11
3.39322e+01, 3, 7.19686e-11
3.39322e+01, 3, 1.00000e-10
3.39322e+01, 3, 1.38950e-10
3.39322e+01, 3, 1.93070e-10
3.39322e+01, 3, 2.68270e-10
3.39322e+01, 3, 3.72759e-10
3.39322e+01, 3, 5.17947e-10
3.39322e+01, 3, 7.19686e-10
3.39322e+01, 3, 1.00000e-09
3.39322e+01, 3, 1.38950e-09
3.39322e+01, 3, 1.93070e-09
3.39322e+01, 3, 2.68270e-09
3.39322e+01, 3, 3.72759e-09
3.39322e+01, 3, 5.17947e-09
3.39322e+01, 3, 7.19686e-09
3.39322e+01, 3, 1.00000e-08
3.39322e+01, 3, 1.38950e-08
3.39322e+01, 3, 1.93070e-08
3.39322e+01, 3, 2.68270e-08
3.39322e+01, 3, 3.72759e-08
3.39322e+01, 3, 5.17947e-08
3.39322e+01, 3, 7.19686e-08
3.39322e+01, 3, 1.00000e-07
3.39322e+01, 3, 1.38950e-07
3.39322e+01, 3, 1.93070e-07
3.39322e+01, 3, 2.68270e-07
3.39322e+01, 3, 3.72759e-07
3.39322e+01, 3, 5.17947e-07
3.39322e+01, 3, 7.19686e-07
3.39322e+01, 3, 1.00000e-06
3.39322e+01, 3, 1.38950e-06
3.39322e+01, 3, 1.93070e-06
3.39322e+01, 3, 2.68270e-06
3.39322e+01, 3, 3.72759e-06
3.39322e+01, 3, 5.17947e-06
3.39322e+01, 3, 7.19686e-06
3.39322e+01, 3, 1.00000e-05
3.39322e+01, 3, 1.38950e-05
3.39322e+01, 3, 1.93070e-05
3.39322e+01, 3, 2.68270e-05
3.39322e+01, 3, 3.72759e-05
3.39322e+01, 3, 5.17947e-05
3.39322e+01, 3, 7.19686e-05
3.39322e+01, 3, 1.00000e-04
4.49843e+01, 3, 1.00000e-11
4.49843e+01, 3, 1.38950e-11
4.49843e+01, 3, 1.93070e-11
4.49843e+01, 3, 2.68270e-11
4.49843e+01, 3, 3.72759e-11
4.49843e+01, 3, 5.17947e-11
4.49843e+01, 3, 7.19686e-11
4.49843e+01, 3, 1.00000e-10
4.49843e+01, 3, 1.38950e-10
4.49843e+01, 3, 1.93070e-10
4.49843e+01, 3, 2.68270e-10
4.49843e+01, 3, 3.72759e-10
4.49843e+01, 3, 5.17947e-10
4.49843e+01, 3, 7.19686e-10
4.49843e+01, 3, 1.00000e-09
4.49843e+01, 3, 1.38950e-09
4.49843e+01, 3, 1.93070e-09
4.49843e+01, 3, 2.68270e-09
4.49843e+01, 3, 3.72759e-09
4.49843e+01, 3, 5.17947e-09
4.49843e+01, 3, 7.19686e-09
4.49843e+01, 3, 1.00000e-08
4.49843e+01, 3, 1.38950e-08
4.49843e+01, 3, 1.93070e-08
4.49843e+01, 3, 2.68270e-08
4.49843e+01, 3, 3.72759e-08
4.49843e+01, 3, 5.17947e-08
4.49843e+01, 3, 7.19686e-08
4.49843e+01, 3, 1.00000e-07
4.49843e+01, 3, 1.38950e-07
4.49843e+01, 3, 1.93070e-07
4.49843e+01, 3, 2.68270e-07
4.49843e+01, 3, 3.72759e-07
4.49843e+01, 3, 5.17947e-07
4.49843e+01, 3, 7.19686e-07
4.49843e+01, 3, 1.00000e-06
4.49843e+01, 3, 1.38950e-06
4.49843e+01, 3, 1.93070e-06
4.49843e+01, 3, 2.68270e-06
4.49843e+01, 3, 3.72759e-06
4.49843e+01, 3, 5.17947e-06
4.49843e+01, 3, 7.19686e-06
4.49843e+01, 3, 1.00000e-05
4.49843e+01, 3, 1.38950e-05
4.49843e+01, 3, 1.93070e-05
4.49843e+01, 3, 2.68270e-05
4.49843e+01, 3, 3.72759e-05
4.49843e+01, 3, 5.17947e-05
4.49843e+01, 3, 7.19686e-05
4.49843e+01, 3, 1.00000e-04
5.96362e+01, 3, 1.00000e-11
5.96362e+01, 3, 1.38950e-11
5.96362e+01, 3, 1.93070e-11
5.96362e+01, 3, 2.68270e-11
5.96362e+01, 3, 3.72759e-11
5.96362e+01, 3, 5.17947e-11
5.96362e+01, 3, 7.19686e-11
5.96362e+01, 3, 1.00000e-10
5.96362e+01, 3, 1.38950e-10
5.96362e+01, 3, 1.93070e-10
5.96362e+01, 3, 2.68270e-10
5.96362e+01, 3, 3.72759e-10
5.96362e+01, 3, 5.17947e-10
5.96362e+01, 3, 7.19686e-10
5.96362e+01, 3, 1.00000e-09
5.96362e+01, 3, 1.38950e-09
5.96362e+01, 3, 1.93070e-09
5.96362e+01, 3, 2.68270e-09
5.96362e+01, 3, 3.72759e-09
5.96362e+01, 3, 5.17947e-09
5.96362e+01, 3, 7.19686e-09
5.96362e+01, 3, 1.00000e-08
5.96362e+01, 3, 1.38950e-08
5.96362e+01, 3, 1.93070e-08
5.96362e+01, 3, 2.68270e-08
5.96362e+01, 3, 3.72759e-08
5.96362e+01, 3, 5.17947e-08
5.96362e+01, 3, 7.19686e-08
5.96362e+01, 3, 1.00000e-07
5.96362e+01, 3, 1.38950e-07
5.96362e+01, 3, 1.93070e-07
5.96362e+01, 3, 2.68270e-07
5.96362e+01, 3, 3.72759e-07
5.96362e+01, 3, 5.17947e-07
5.96362e+01, 3, 7.19686e-07
5.96362e+01, 3, 1.00000e-06
5.96362e+01, 3, 1.38950e-06
5.96362e+01, 3, 1.93070e-06
5.96362e+01, 3, 2.68270e-06
5.96362e+01, 3, 3.72759e-06
5.96362e+01, 3, 5.17947e-06
5.96362e+01, 3, 7.19686e-06
5.96362e+01, 3, 1.00000e-05
5.96362e+01, 3, 1.38950e-05
5.96362e+01, 3, 1.93070e-05
5.96362e+01, 3, 2.68270e-05
5.96362e+01, 3, 3.72759e-05
5.96362e+01, 3, 5.17947e-05
5.96362e+01, 3, 7.19686e-05
5.96362e+01, 3, 1.00000e-04
7.90604e+01, 3, 1.00000e-11
7.90604e+01, 3, 1.38950e-11
7.90604e+01, 3, 1.93070e-11
7.90604e+01, 3, 2.68270e-11
7.90604e+01, 3, 3.72759e-11
7.90604e+01, 3, 5.17947e-11
7.90604e+01, 3, 7.19686e-11
7.90604e+01, 3, 1.00000e-10
7.90604e+01, 3, 1.38950e-10
7.90604e+01, 3, 1.93070e-10
7.90604e+01, 3, 2.68270e-10
7.90604e+01, 3, 3.72759e-10
7.90604e+01, 3, 5.17947e-10
7.90604e+01, 3, 7.19686e-10
7.90604e+01, 3, 1.00000e-09
7.90604e+01, 3, 1.38950e-09
7.90604e+01, 3, 1.93070e-09
7.90604e+01, 3, 2.68270e-09
7.90604e+01, 3, 3.72759e-09
7.90604e+01, 3, 5.17947e-09
7.90604e+01, 3, 7.19686e-09
7.90604e+01, 3, 1.00000e-08
7.90604e+01, 3, 1.38950e-08
7.90604e+01, 3, 1.93070e-08
7.90604e+01, 3, 2.68270e-08
7.90604e+01, 3, 3.72759e-08
7.90604e+01, 3, 5.17947e-08
7.90604e+01, 3, 7.19686e-08
7.90604e+01, 3, 1.00000e-07
7.90604e+01, 3, 1.38950e-07
7.90604e+01, 3, 1.93070e-07
7.90604e+01, 3, 2.68270e-07
7.90604e+01, 3, 3.72759e-07
7.90604e+01, 3, 5.17947e-07
7.90604e+01, 3, 7.19686e-07
7.90604e+01, 3, 1.00000e-06
7.90604e+01, 3, 1.38950e-06
7.90604e+01, 3, 1.93070e-06
7.90604e+01, 3, 2.68270e-06
7.90604e+01, 3, 3.72759e-06
7.90604e+01, 3, 5.17947e-06
7.90604e+01, 3, 7.19686e-06
7.90604e+01, 3, 1.00000e-05
7.90604e+01, 3, 1.38950e-05
7.90604e+01, 3, 1.93070e-05
7.90604e+01, 3, 2.68270e-05
7.90604e+01, 3, 3.72759e-05
7.90604e+01, 3, 5.17947e-05
7.90604e+01, 3, 7.19686e-05
7.90604e+01, 3, 1.00000e-04
1.04811e+02, 3, 1.00000e-11
1.04811e+02, 3, 1.38950e-11
1.04811e+02, 3, 1.93070e-11
1.04811e+02, 3, 2.68270e-11
1.04811e+02, 3, 3.72759e-11
1.04811e+02, 3, 5.17947e-11
1.04811e+02, 3, 7.19686e-11
1.04811e+02, 3, 1.00000e-10
1.04811e+02, 3, 1.38950e-10
1.04811e+02, 3, 1.93070e-10
1.04811e+02, 3, 2.68270e-10
1.04811e+02, 3, 3.72759e-10
1.04811e+02, 3, 5.17947e-10
1.04811e+02, 3, 7.19686e-10
1.04811e+02, 3, 1.00000e-09
1.04811e+02, 3, 1.38950e-09
1.04811e+02, 3, 1.93070e-09
1.04811e+02, 3, 2.68270e-09
1.04811e+02, 3, 3.72759e-09
1.04811e+02, 3, 5.17947e-09
1.04811e+02, 3, 7.19686e-09
1.04811e+02, 3, 1.00000e-08
1.04811e+02, 3, 1.38950e-08
1.04811e+02, 3, 1.93070e-08
1.04811e+02, 3, 2.68270e-08
1.04811e+02, 3, 3.72759e-08
1.04811e+02, 3, 5.17947e-08
1.04811e+02, 3, 7.19686e-08
1.04811e+02, 3, 1.00000e-07
1.04811e+02, 3, 1.38950e-07
1.04811e+02, 3, 1.93070e-07
1.04811e+02, 3, 2.68270e-07
1.04811e+02, 3, 3.72759e-07
1.04811e+02, 3, 5.17947e-07
1.04811e+02, 3, 7.19686e-07
1.04811e+02, 3, 1.00000e-06
1.04811e+02, 3, 1.38950e-06
1.04811e+02, 3, 1.93070e-06
1.04811e+02, 3, 2.68270e-06
1.04811e+02, 3, 3.72759e-06
1.04811e+02, 3, 5.17947e-06
1.04811e+02, 3, 7.19686e-06
1.04811e+02, 3, 1.00000e-05
1.04811e+02, 3, 1.38950e-05
1.04811e+02, 3, 1.93070e-05
